Hospital Name,State,County,Year,Total Surgeries for All Cancer Types,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach
Los Robles Hospital and Medical Center,CA,Ventura,2013,301,1,4,173,38,1,4,17,7,41,11,4
Los Robles Hospital and Medical Center,CA,Ventura,2014,246,0,7,136,33,0,1,11,6,42,9,1
Los Robles Hospital and Medical Center,CA,Ventura,2015,223,2,7,97,33,1,4,11,3,53,9,3
Los Robles Hospital and Medical Center,CA,Ventura,2016,238,0,19,96,43,2,4,19,3,41,7,4
Los Robles Hospital and Medical Center,CA,Ventura,2017,297,2,17,140,40,0,8,19,6,48,16,1
Mad River Community Hospital,CA,Humboldt,2013,13,0,0,3,9,1,0,0,0,0,0,0
Mad River Community Hospital,CA,Humboldt,2014,9,0,0,3,5,0,0,0,0,0,1,0
Mad River Community Hospital,CA,Humboldt,2015,19,0,0,9,5,0,0,3,0,0,1,1
Mad River Community Hospital,CA,Humboldt,2016,13,0,0,7,5,0,0,0,0,0,1,0
Mad River Community Hospital,CA,Humboldt,2017,6,0,0,3,1,1,0,0,0,0,1,0
Madera Community Hospital,CA,Madera,2013,36,0,0,28,8,0,0,0,0,0,0,0
Madera Community Hospital,CA,Madera,2014,31,0,0,16,11,0,0,0,0,0,4,0
Madera Community Hospital,CA,Madera,2015,20,0,0,11,9,0,0,0,0,0,0,0
Madera Community Hospital,CA,Madera,2016,41,0,0,18,12,0,1,0,0,4,6,0
Madera Community Hospital,CA,Madera,2017,37,0,0,14,15,0,4,0,0,0,3,1
Mammoth Hospital,CA,Mono,2013,6,0,0,0,0,0,0,0,0,6,0,0
Mammoth Hospital,CA,Mono,2014,3,0,0,0,0,0,0,0,0,3,0,0
Mammoth Hospital,CA,Mono,2015,3,0,0,0,0,0,0,0,0,3,0,0
Marian Regional Medical Center,CA,Santa Barbara,2013,167,0,3,106,23,0,0,4,0,27,2,2
Marian Regional Medical Center,CA,Santa Barbara,2014,213,1,6,152,32,0,0,4,0,14,3,1
Marian Regional Medical Center,CA,Santa Barbara,2015,197,1,3,138,22,0,0,5,0,25,3,0
Marian Regional Medical Center,CA,Santa Barbara,2016,313,5,6,196,41,0,2,3,0,49,9,2
Marian Regional Medical Center,CA,Santa Barbara,2017,270,0,7,190,24,0,0,3,0,40,3,3
Marian Regional Medical Center – Arroyo Grande,CA,San Luis Obispo,2013,32,0,0,6,11,1,1,8,0,0,3,2
Marian Regional Medical Center – Arroyo Grande,CA,San Luis Obispo,2014,18,0,0,0,12,1,0,2,1,0,0,2
Marian Regional Medical Center – Arroyo Grande,CA,San Luis Obispo,2015,16,0,0,3,8,0,0,4,0,0,0,1
Marian Regional Medical Center – Arroyo Grande,CA,San Luis Obispo,2016,35,0,0,12,11,0,0,8,2,1,1,0
Marian Regional Medical Center – Arroyo Grande,CA,San Luis Obispo,2017,25,0,0,6,9,1,0,2,3,0,3,1
Marin General Hospital,CA,Marin,2013,194,1,9,137,17,0,1,1,0,22,5,1
Marin General Hospital,CA,Marin,2014,219,7,12,138,21,0,1,8,4,25,3,0
Marin General Hospital,CA,Marin,2015,202,10,6,141,18,0,2,6,2,13,4,0
Marin General Hospital,CA,Marin,2016,274,10,13,191,11,0,0,1,0,43,4,1
Marin General Hospital,CA,Marin,2017,203,5,13,142,9,0,0,5,1,26,1,1
Marina Del Rey Hospital,CA,Los Angeles,2013,64,0,0,44,10,0,0,2,0,6,2,0
Marina Del Rey Hospital,CA,Los Angeles,2014,57,0,0,32,12,0,0,6,0,1,5,1
Marina Del Rey Hospital,CA,Los Angeles,2015,37,0,0,20,11,0,0,2,0,1,2,1
Marina Del Rey Hospital,CA,Los Angeles,2016,34,0,0,21,6,0,1,3,0,0,3,0
Marina Del Rey Hospital,CA,Los Angeles,2017,29,0,0,21,5,0,0,1,0,0,2,0
Mark Twain Medical Center,CA,Calaveras,2013,11,0,0,9,2,0,0,0,0,0,0,0
Mark Twain Medical Center,CA,Calaveras,2014,18,0,0,15,3,0,0,0,0,0,0,0
Mark Twain Medical Center,CA,Calaveras,2015,13,0,0,11,1,0,0,0,0,0,1,0
Mark Twain Medical Center,CA,Calaveras,2016,18,0,0,15,3,0,0,0,0,0,0,0
Mark Twain Medical Center,CA,Calaveras,2017,6,0,0,4,2,0,0,0,0,0,0,0
Marshall Medical Center,CA,El Dorado,2013,74,0,0,45,19,0,0,3,0,1,5,1
Marshall Medical Center,CA,El Dorado,2014,61,0,0,32,10,0,0,5,1,11,2,0
Marshall Medical Center,CA,El Dorado,2015,42,0,0,22,8,0,0,3,0,3,6,0
Marshall Medical Center,CA,El Dorado,2016,98,0,0,51,21,0,3,2,0,15,3,3
Marshall Medical Center,CA,El Dorado,2017,88,1,0,55,7,0,1,5,1,13,5,0
Memorial Hospital Los Banos,CA,Merced,2013,6,0,0,6,0,0,0,0,0,0,0,0
Memorial Hospital Los Banos,CA,Merced,2014,5,0,0,5,0,0,0,0,0,0,0,0
Memorial Hospital Los Banos,CA,Merced,2015,2,0,0,1,1,0,0,0,0,0,0,0
Memorial Hospital Los Banos,CA,Merced,2017,5,0,0,1,4,0,0,0,0,0,0,0
Memorial Hospital Medical Center – Modesto,CA,Stanislaus,2013,229,0,10,134,42,1,0,11,4,7,17,3
Memorial Hospital Medical Center – Modesto,CA,Stanislaus,2014,226,0,4,152,37,1,0,14,5,0,12,1
Memorial Hospital Medical Center – Modesto,CA,Stanislaus,2015,151,0,3,102,24,0,0,9,1,1,9,2
Memorial Hospital Medical Center – Modesto,CA,Stanislaus,2016,217,0,10,111,49,2,4,12,4,3,20,2
Memorial Hospital Medical Center – Modesto,CA,Stanislaus,2017,247,1,13,150,42,1,2,9,6,4,17,2
Memorial Hospital of Gardena,CA,Los Angeles,2013,12,0,0,6,5,0,0,1,0,0,0,0
Memorial Hospital of Gardena,CA,Los Angeles,2014,14,0,0,6,6,0,0,1,0,0,1,0
Memorial Hospital of Gardena,CA,Los Angeles,2015,13,0,0,7,5,0,0,0,0,0,1,0
Memorial Hospital of Gardena,CA,Los Angeles,2016,27,0,0,16,6,0,0,0,0,1,3,1
Memorial Hospital of Gardena,CA,Los Angeles,2017,18,1,0,9,8,0,0,0,0,0,0,0
Mendocino Coast District Hospital,CA,Mendocino,2013,14,0,0,13,1,0,0,0,0,0,0,0
Mendocino Coast District Hospital,CA,Mendocino,2014,5,0,0,4,1,0,0,0,0,0,0,0
Mendocino Coast District Hospital,CA,Mendocino,2015,14,0,0,10,2,0,0,0,0,0,2,0
Mendocino Coast District Hospital,CA,Mendocino,2016,7,0,0,3,4,0,0,0,0,0,0,0
Mendocino Coast District Hospital,CA,Mendocino,2017,12,0,0,7,5,0,0,0,0,0,0,0
Menifee Valley Medical Center,CA,Riverside,2013,36,1,0,24,7,0,0,0,0,0,1,3
Menifee Valley Medical Center,CA,Riverside,2014,35,0,0,24,9,0,0,0,0,0,2,0
Menifee Valley Medical Center,CA,Riverside,2015,26,0,0,20,5,0,0,0,0,0,0,1
Menifee Valley Medical Center,CA,Riverside,2016,31,0,0,18,9,0,0,0,0,0,2,2
Menifee Valley Medical Center,CA,Riverside,2017,38,0,0,27,6,0,1,0,0,0,1,3
Menlo Park Surgical Hospital,CA,San Mateo,2013,37,0,0,37,0,0,0,0,0,0,0,0
Menlo Park Surgical Hospital,CA,San Mateo,2014,49,0,0,49,0,0,0,0,0,0,0,0
Menlo Park Surgical Hospital,CA,San Mateo,2015,42,0,0,42,0,0,0,0,0,0,0,0
Menlo Park Surgical Hospital,CA,San Mateo,2016,102,0,0,102,0,0,0,0,0,0,0,0
Menlo Park Surgical Hospital,CA,San Mateo,2017,122,0,0,122,0,0,0,0,0,0,0,0
Mercy General Hospital,CA,Sacramento,2013,268,3,9,168,40,0,0,0,1,23,20,4
Mercy General Hospital,CA,Sacramento,2014,240,2,20,148,42,0,1,2,0,5,15,5
Mercy General Hospital,CA,Sacramento,2015,169,0,9,101,35,0,0,0,1,3,18,2
Mercy General Hospital,CA,Sacramento,2016,234,0,11,120,56,0,3,0,6,5,29,4
Mercy General Hospital,CA,Sacramento,2017,170,0,10,71,51,0,1,0,1,2,30,4
Mercy Hospital of Folsom,CA,Sacramento,2015,77,1,0,36,16,0,0,0,0,24,0,0
Mercy Hospital of Folsom,CA,Sacramento,2016,82,1,0,45,11,0,2,0,1,16,6,0
Mercy Hospital of Folsom,CA,Sacramento,2017,92,5,0,45,11,0,0,0,0,27,4,0
Mercy Hospital – Bakersfield,CA,Kern,2013,149,1,2,100,18,0,0,4,0,17,5,2
Mercy Hospital – Bakersfield,CA,Kern,2014,156,0,3,107,16,0,1,4,0,20,5,0
Mercy Hospital – Bakersfield,CA,Kern,2015,116,0,1,82,11,0,0,3,0,15,3,1
Mercy Hospital – Bakersfield,CA,Kern,2016,101,1,7,64,14,0,0,1,1,10,3,0
Mercy Hospital – Bakersfield,CA,Kern,2017,109,1,6,63,18,0,1,0,1,12,6,1
Mercy Hospital – Folsom,CA,Sacramento,2013,75,2,0,24,14,0,0,0,0,33,2,0
Mercy Hospital – Folsom,CA,Sacramento,2014,109,2,0,40,14,0,0,0,0,51,2,0
Mercy Medical Center Mt. Shasta,CA,Siskiyou,2013,13,0,0,8,4,0,0,0,0,0,1,0
Mercy Medical Center Mt. Shasta,CA,Siskiyou,2014,5,0,0,2,2,0,0,0,0,0,1,0
Mercy Medical Center Mt. Shasta,CA,Siskiyou,2015,11,0,0,5,6,0,0,0,0,0,0,0
Mercy Medical Center Mt. Shasta,CA,Siskiyou,2016,14,0,0,9,3,0,0,0,0,0,2,0
Mercy Medical Center Mt. Shasta,CA,Siskiyou,2017,7,0,0,3,4,0,0,0,0,0,0,0
Mercy Medical Center – Merced,CA,Merced,2013,52,0,0,34,12,0,0,0,0,3,3,0
Mercy Medical Center – Merced,CA,Merced,2014,60,0,0,28,23,0,0,0,0,7,2,0
Mercy Medical Center – Merced,CA,Merced,2015,53,0,0,26,24,0,0,0,0,0,3,0
Mercy Medical Center – Merced,CA,Merced,2016,71,0,0,40,19,0,4,0,0,2,4,2
Mercy Medical Center – Merced,CA,Merced,2017,61,0,0,27,23,0,1,0,0,1,8,1
Mercy Medical Center – Redding,CA,Shasta,2013,192,4,21,50,34,0,0,30,0,42,10,1
Mercy Medical Center – Redding,CA,Shasta,2014,174,1,25,39,23,0,0,33,1,46,6,0
Mercy Medical Center – Redding,CA,Shasta,2015,118,2,9,19,17,0,0,31,0,36,3,1
Mercy Medical Center – Redding,CA,Shasta,2016,153,2,20,33,36,0,0,19,0,35,5,3
Mercy Medical Center – Redding,CA,Shasta,2017,137,0,26,27,27,0,2,22,2,26,5,0
Mercy San Juan Hospital,CA,Sacramento,2013,301,2,18,99,38,3,1,54,0,72,11,3
Mercy San Juan Hospital,CA,Sacramento,2014,225,0,31,68,29,2,1,31,1,51,6,5
Mercy San Juan Hospital,CA,Sacramento,2015,164,1,11,56,25,1,0,33,0,28,9,0
Mercy San Juan Hospital,CA,Sacramento,2016,275,2,24,86,40,8,0,49,0,46,19,1
Mercy San Juan Hospital,CA,Sacramento,2017,324,0,30,108,41,6,2,50,1,53,33,0
Methodist Hospital of Sacramento,CA,Sacramento,2013,179,0,0,151,19,0,0,0,2,0,4,3
Methodist Hospital of Sacramento,CA,Sacramento,2014,151,0,0,126,18,0,0,0,1,0,4,2
Methodist Hospital of Sacramento,CA,Sacramento,2015,89,0,0,69,14,0,0,0,0,0,2,4
Methodist Hospital of Sacramento,CA,Sacramento,2016,115,0,0,80,23,0,2,0,1,1,8,0
Methodist Hospital of Sacramento,CA,Sacramento,2017,123,1,0,102,12,0,0,0,1,0,4,3
Methodist Hospital of Southern California,CA,Los Angeles,2013,133,1,7,71,32,0,1,9,1,0,6,5
Methodist Hospital of Southern California,CA,Los Angeles,2014,126,1,6,60,41,0,0,5,2,0,10,1
Methodist Hospital of Southern California,CA,Los Angeles,2015,72,0,2,32,23,0,2,2,1,0,7,3
Methodist Hospital of Southern California,CA,Los Angeles,2016,147,0,11,47,48,1,6,2,2,0,25,5
Methodist Hospital of Southern California,CA,Los Angeles,2017,153,1,7,80,33,3,4,1,2,0,19,3
Mission Community Hospital – Panorama Campus,CA,Los Angeles,2013,37,1,0,6,5,0,0,0,0,25,0,0
Mission Community Hospital – Panorama Campus,CA,Los Angeles,2014,33,1,0,5,6,0,0,2,0,18,0,1
Mission Community Hospital – Panorama Campus,CA,Los Angeles,2015,5,0,1,2,2,0,0,0,0,0,0,0
Mission Community Hospital – Panorama Campus,CA,Los Angeles,2016,26,0,0,19,4,0,0,0,0,2,1,0
Mission Community Hospital – Panorama Campus,CA,Los Angeles,2017,25,0,0,18,5,0,0,0,0,2,0,0
Mission Hospital Laguna Beach,CA,Orange,2013,26,0,0,13,7,0,1,2,0,0,3,0
Mission Hospital Laguna Beach,CA,Orange,2014,15,0,0,9,4,0,0,0,0,0,2,0
Mission Hospital Laguna Beach,CA,Orange,2015,21,0,0,11,8,0,0,0,0,0,2,0
Mission Hospital Laguna Beach,CA,Orange,2016,14,0,0,4,8,0,0,0,0,0,2,0
Mission Hospital Laguna Beach,CA,Orange,2017,15,0,0,7,6,0,0,0,0,0,1,1
Mission Hospital Regional Medical Center,CA,Orange,2013,193,1,24,67,28,0,0,35,2,30,3,3
Mission Hospital Regional Medical Center,CA,Orange,2014,160,1,20,45,28,2,0,32,3,20,6,3
Mission Hospital Regional Medical Center,CA,Orange,2015,120,1,20,27,25,2,0,27,4,12,1,1
Mission Hospital Regional Medical Center,CA,Orange,2016,156,2,21,39,41,6,0,28,1,11,6,1
Mission Hospital Regional Medical Center,CA,Orange,2017,232,2,30,65,41,6,1,45,2,25,12,3
Monrovia Medical Center,CA,Los Angeles,2016,1,0,0,0,1,0,0,0,0,0,0,0
Montclair Hospital Medical Center,CA,San Bernardino,2013,14,0,0,13,1,0,0,0,0,0,0,0
Montclair Hospital Medical Center,CA,San Bernardino,2014,18,0,0,13,4,0,1,0,0,0,0,0
Montclair Hospital Medical Center,CA,San Bernardino,2015,10,0,0,7,3,0,0,0,0,0,0,0
Montclair Hospital Medical Center,CA,San Bernardino,2016,9,0,0,6,2,0,0,0,0,0,1,0
Montclair Hospital Medical Center,CA,San Bernardino,2017,5,0,0,2,1,0,0,0,0,0,2,0
Monterey Park Hospital,CA,Los Angeles,2013,24,0,0,17,5,0,0,0,0,0,1,1
Monterey Park Hospital,CA,Los Angeles,2014,50,0,0,33,11,0,0,1,0,0,3,2
Monterey Park Hospital,CA,Los Angeles,2015,42,0,0,29,10,0,1,0,1,0,1,0
Monterey Park Hospital,CA,Los Angeles,2016,58,1,0,37,11,0,1,1,0,1,6,0
Monterey Park Hospital,CA,Los Angeles,2017,45,0,0,25,11,0,2,3,0,0,3,1
Natividad Medical Center,CA,Monterey,2013,22,0,0,17,2,0,0,0,0,1,1,1
Natividad Medical Center,CA,Monterey,2014,24,0,0,14,7,0,0,0,0,0,3,0
Natividad Medical Center,CA,Monterey,2015,17,0,0,7,6,0,0,2,0,0,1,1
Natividad Medical Center,CA,Monterey,2016,20,0,0,6,6,0,1,2,0,1,3,1
Natividad Medical Center,CA,Monterey,2017,23,0,0,10,11,0,0,0,0,1,1,0
North Bay Medical Center,CA,Solano,2013,42,0,4,24,7,0,0,6,0,1,0,0
North Bay Medical Center,CA,Solano,2014,66,6,11,29,11,0,0,4,0,1,4,0
North Bay Medical Center,CA,Solano,2015,41,1,6,17,11,0,0,2,0,0,3,1
North Bay Medical Center,CA,Solano,2016,72,0,7,33,19,0,3,5,1,0,3,1
North Bay Medical Center,CA,Solano,2017,87,0,10,50,20,0,0,4,1,1,1,0
Northern Inyo Hospital,CA,Inyo,2013,10,0,0,6,4,0,0,0,0,0,0,0
Northern Inyo Hospital,CA,Inyo,2014,15,0,0,9,5,0,0,0,0,1,0,0
Northern Inyo Hospital,CA,Inyo,2015,4,0,0,2,1,0,0,0,0,0,1,0
Northern Inyo Hospital,CA,Inyo,2016,10,0,0,4,5,0,0,0,0,0,1,0
Northern Inyo Hospital,CA,Inyo,2017,13,0,0,9,4,0,0,0,0,0,0,0
Northridge Hospital Medical Center,CA,Los Angeles,2013,118,1,2,22,22,0,2,10,4,45,5,5
Northridge Hospital Medical Center,CA,Los Angeles,2014,99,0,8,30,20,1,1,7,4,20,5,3
Northridge Hospital Medical Center,CA,Los Angeles,2015,60,0,3,28,8,0,0,11,1,6,2,1
Northridge Hospital Medical Center,CA,Los Angeles,2016,71,0,5,28,13,1,0,7,4,3,6,4
Northridge Hospital Medical Center,CA,Los Angeles,2017,72,0,8,29,16,0,4,10,1,0,2,2
Norwalk Community Hospital,CA,Los Angeles,2013,4,0,0,1,1,0,0,0,0,0,1,1
Norwalk Community Hospital,CA,Los Angeles,2014,3,0,0,0,3,0,0,0,0,0,0,0
Norwalk Community Hospital,CA,Los Angeles,2015,2,0,0,1,0,0,0,0,0,0,1,0
Norwalk Community Hospital,CA,Los Angeles,2016,15,0,0,3,5,0,1,0,2,2,2,0
Norwalk Community Hospital,CA,Los Angeles,2017,11,0,0,2,0,0,1,1,0,1,5,1
Novato Community Hospital,CA,Marin,2013,17,0,0,14,2,0,0,0,0,0,1,0
Novato Community Hospital,CA,Marin,2014,10,0,0,6,3,0,0,0,0,1,0,0
Novato Community Hospital,CA,Marin,2015,4,0,0,0,3,0,0,0,0,0,1,0
Novato Community Hospital,CA,Marin,2016,3,0,0,0,1,0,0,0,0,2,0,0
Novato Community Hospital,CA,Marin,2017,18,0,0,14,3,0,0,0,0,0,1,0
Oak Valley District Hospital,CA,Stanislaus,2013,6,0,0,1,4,0,0,0,0,0,1,0
Oak Valley District Hospital,CA,Stanislaus,2014,9,0,0,3,5,0,0,0,0,0,1,0
Oak Valley District Hospital,CA,Stanislaus,2016,8,0,0,4,4,0,0,0,0,0,0,0
Oak Valley District Hospital,CA,Stanislaus,2017,8,0,0,4,3,0,0,0,0,0,1,0
Ojai Valley Community Hospital,CA,Ventura,2013,5,0,0,5,0,0,0,0,0,0,0,0
Ojai Valley Community Hospital,CA,Ventura,2014,3,0,0,0,3,0,0,0,0,0,0,0
Ojai Valley Community Hospital,CA,Ventura,2015,1,0,0,1,0,0,0,0,0,0,0,0
Ojai Valley Community Hospital,CA,Ventura,2016,2,0,0,1,1,0,0,0,0,0,0,0
Ojai Valley Community Hospital,CA,Ventura,2017,2,0,0,0,2,0,0,0,0,0,0,0
Olympia Medical Center,CA,Los Angeles,2013,23,0,0,16,5,0,0,0,0,0,0,2
Olympia Medical Center,CA,Los Angeles,2014,23,0,0,10,5,0,0,1,0,3,3,1
Olympia Medical Center,CA,Los Angeles,2015,16,0,0,7,5,0,0,0,0,2,1,1
Olympia Medical Center,CA,Los Angeles,2016,19,0,0,10,2,0,0,0,0,5,1,1
Olympia Medical Center,CA,Los Angeles,2017,44,2,0,21,5,0,0,2,0,11,2,1
Orange Coast Memorial Medical Center,CA,Orange,2013,322,2,13,124,48,0,33,26,13,24,22,17
Orange Coast Memorial Medical Center,CA,Orange,2014,280,4,10,100,46,0,30,21,26,2,30,11
Orange Coast Memorial Medical Center,CA,Orange,2015,248,1,5,111,51,0,25,15,7,9,18,6
Orange Coast Memorial Medical Center,CA,Orange,2016,351,2,11,158,62,1,36,19,17,16,21,8
Orange Coast Memorial Medical Center,CA,Orange,2017,322,3,9,150,45,1,38,16,12,21,19,8
Orange County Global Medical Center,CA,Orange,2015,15,0,4,8,1,0,0,0,1,1,0,0
Orange County Global Medical Center,CA,Orange,2016,33,0,8,19,4,0,0,1,0,0,1,0
Orange County Global Medical Center,CA,Orange,2017,39,0,6,21,5,0,1,1,0,0,3,2
Oroville Hospital,CA,Butte,2013,56,0,0,28,12,0,0,1,0,13,1,1
Oroville Hospital,CA,Butte,2014,60,0,0,22,11,0,1,1,0,23,1,1
Oroville Hospital,CA,Butte,2015,43,0,0,14,5,0,0,0,0,23,1,0
Oroville Hospital,CA,Butte,2016,84,1,0,41,9,0,0,1,0,24,4,4
Oroville Hospital,CA,Butte,2017,103,1,0,26,17,0,0,0,0,51,7,1
O’Connor Hospital,CA,Santa Clara,2013,180,1,7,88,41,1,2,17,5,0,11,7
O’Connor Hospital,CA,Santa Clara,2014,170,0,8,61,33,1,4,37,6,1,11,8
O’Connor Hospital,CA,Santa Clara,2015,116,1,4,46,21,0,6,23,4,0,8,3
O’Connor Hospital,CA,Santa Clara,2016,142,1,3,73,20,0,6,20,6,0,7,6
O’Connor Hospital,CA,Santa Clara,2017,101,0,4,34,23,0,3,18,4,1,11,3
PIH Hospital – Downey,CA,Los Angeles,2013,117,0,6,63,30,0,0,2,0,8,3,5
PIH Hospital – Downey,CA,Los Angeles,2014,88,3,4,45,24,0,0,2,0,3,3,4
PIH Hospital – Downey,CA,Los Angeles,2015,59,0,3,32,13,0,0,4,0,1,3,3
PIH Hospital – Downey,CA,Los Angeles,2016,88,1,5,44,19,0,0,4,0,1,4,10
PIH Hospital – Downey,CA,Los Angeles,2017,77,1,2,48,13,0,0,4,0,1,3,5
Pacific Alliance Medical Center,CA,Los Angeles,2013,23,0,2,10,6,0,0,0,0,1,1,3
Pacific Alliance Medical Center,CA,Los Angeles,2014,26,0,1,19,3,0,0,1,0,1,0,1
Pacific Alliance Medical Center,CA,Los Angeles,2015,27,0,1,16,4,0,0,4,0,1,0,1
Pacific Alliance Medical Center,CA,Los Angeles,2016,27,0,0,10,10,0,1,0,0,4,1,1
Pacific Alliance Medical Center,CA,Los Angeles,2017,17,0,0,8,7,0,1,0,0,0,0,1
Pacifica Hospital of the Valley,CA,Los Angeles,2013,6,0,0,3,3,0,0,0,0,0,0,0
Pacifica Hospital of the Valley,CA,Los Angeles,2014,6,0,0,1,3,0,0,0,0,0,0,2
Pacifica Hospital of the Valley,CA,Los Angeles,2015,5,0,0,5,0,0,0,0,0,0,0,0
Pacifica Hospital of the Valley,CA,Los Angeles,2016,8,0,0,7,0,0,0,0,0,0,1,0
Pacifica Hospital of the Valley,CA,Los Angeles,2017,7,0,0,6,1,0,0,0,0,0,0,0
Palm Drive Hospital,CA,Sonoma,2013,7,0,0,0,3,0,0,0,0,4,0,0
Palm Drive Hospital,CA,Sonoma,2014,5,0,0,2,2,0,0,0,0,0,1,0
Palm Drive Hospital,CA,Sonoma,2016,1,0,0,0,1,0,0,0,0,0,0,0
Palmdale Regional Medical Center,CA,Los Angeles,2013,28,0,3,3,13,0,0,3,0,0,3,3
Palmdale Regional Medical Center,CA,Los Angeles,2014,36,0,10,3,16,0,0,0,0,4,1,2
Palmdale Regional Medical Center,CA,Los Angeles,2015,21,0,0,1,8,0,1,3,1,5,0,2
Palmdale Regional Medical Center,CA,Los Angeles,2016,91,1,9,22,26,0,1,5,0,11,12,4
Palmdale Regional Medical Center,CA,Los Angeles,2017,76,0,4,19,31,0,1,2,0,11,8,0
Palo Verde Hospital,CA,Riverside,2013,7,0,0,2,4,0,1,0,0,0,0,0
Palo Verde Hospital,CA,Riverside,2014,8,0,0,2,4,0,0,0,0,1,1,0
Palo Verde Hospital,CA,Riverside,2015,10,0,0,1,7,0,0,0,0,1,1,0
Palo Verde Hospital,CA,Riverside,2016,3,0,0,0,1,0,0,0,0,2,0,0
Palo Verde Hospital,CA,Riverside,2017,3,0,0,1,1,0,0,0,0,0,1,0
Palomar Health Downtown Campus,CA,San Diego,2013,327,12,9,94,48,1,2,9,0,139,11,2
Palomar Health Downtown Campus,CA,San Diego,2014,328,17,11,119,33,0,0,7,0,130,7,4
Palomar Health Downtown Campus,CA,San Diego,2015,285,13,11,77,31,0,0,5,0,138,7,3
Palomar Health Downtown Campus,CA,San Diego,2016,412,16,19,115,61,1,0,11,0,175,10,4
Palomar Health Downtown Campus,CA,San Diego,2017,436,23,22,152,49,2,2,10,1,163,6,6
Paradise Valley Hospital,CA,San Diego,2013,8,0,0,0,8,0,0,0,0,0,0,0
Paradise Valley Hospital,CA,San Diego,2014,5,0,0,0,4,0,0,0,0,0,1,0
Paradise Valley Hospital,CA,San Diego,2015,5,0,0,0,3,0,0,2,0,0,0,0
Paradise Valley Hospital,CA,San Diego,2016,5,0,1,1,1,0,0,0,0,1,1,0
Paradise Valley Hospital,CA,San Diego,2017,8,0,1,2,3,0,0,0,0,1,1,0
Parkview Community Hospital Medical Center,CA,Riverside,2013,91,0,0,68,17,1,0,0,0,5,0,0
Parkview Community Hospital Medical Center,CA,Riverside,2014,92,1,0,65,13,0,0,0,0,9,4,0
Parkview Community Hospital Medical Center,CA,Riverside,2015,42,0,0,22,10,0,0,0,0,7,1,2
Parkview Community Hospital Medical Center,CA,Riverside,2016,71,2,0,32,15,0,1,0,0,17,3,1
Parkview Community Hospital Medical Center,CA,Riverside,2017,65,0,0,45,14,0,1,0,1,2,2,0
Patients’ Hospital of Redding,CA,Shasta,2013,83,0,0,83,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,CA,Shasta,2014,101,0,0,101,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,CA,Shasta,2015,79,0,0,79,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,CA,Shasta,2016,103,0,0,103,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,CA,Shasta,2017,79,0,0,79,0,0,0,0,0,0,0,0
Peninsula Medical Center,CA,San Mateo,2013,292,2,6,183,34,3,6,20,6,17,10,5
Peninsula Medical Center,CA,San Mateo,2014,374,2,7,263,41,1,13,16,7,6,16,2
Peninsula Medical Center,CA,San Mateo,2015,285,2,3,202,25,6,6,13,2,9,12,5
Peninsula Medical Center,CA,San Mateo,2016,369,6,1,245,49,6,2,19,10,18,9,4
Peninsula Medical Center,CA,San Mateo,2017,385,4,3,271,34,8,4,17,10,11,19,4
Petaluma Valley Hospital,CA,Sonoma,2013,28,0,0,16,9,0,0,0,0,0,2,1
Petaluma Valley Hospital,CA,Sonoma,2014,11,0,0,2,8,0,0,0,0,0,1,0
Petaluma Valley Hospital,CA,Sonoma,2015,7,0,0,2,4,0,0,0,0,0,1,0
Petaluma Valley Hospital,CA,Sonoma,2016,9,0,0,0,4,0,0,0,0,1,4,0
Petaluma Valley Hospital,CA,Sonoma,2017,12,0,0,4,2,0,0,0,0,0,5,1
Pioneers Memorial Healthcare District,CA,Imperial,2013,18,0,1,12,4,0,0,0,0,1,0,0
Pioneers Memorial Healthcare District,CA,Imperial,2014,24,0,2,13,8,0,0,0,0,1,0,0
Pioneers Memorial Healthcare District,CA,Imperial,2015,12,0,0,11,1,0,0,0,0,0,0,0
Pioneers Memorial Healthcare District,CA,Imperial,2016,23,0,2,18,3,0,0,0,0,0,0,0
Pioneers Memorial Healthcare District,CA,Imperial,2017,37,0,5,21,11,0,0,0,0,0,0,0
Placentia Linda Hospital,CA,Orange,2013,62,0,0,35,20,0,0,1,0,5,1,0
Placentia Linda Hospital,CA,Orange,2014,57,0,0,36,15,0,0,0,0,3,3,0
Placentia Linda Hospital,CA,Orange,2015,26,0,0,14,6,0,0,0,0,6,0,0
Placentia Linda Hospital,CA,Orange,2016,47,0,0,30,8,0,0,0,0,4,4,1
Placentia Linda Hospital,CA,Orange,2017,68,0,0,45,8,0,0,1,1,5,7,1
Plumas District Hospital,CA,Plumas,2013,2,0,0,0,1,0,0,0,0,0,1,0
Plumas District Hospital,CA,Plumas,2014,3,0,0,1,2,0,0,0,0,0,0,0
Plumas District Hospital,CA,Plumas,2016,9,0,0,7,1,0,0,0,0,0,1,0
Plumas District Hospital,CA,Plumas,2017,4,0,0,2,2,0,0,0,0,0,0,0
Pomerado Hospital,CA,San Diego,2013,97,1,0,81,12,0,0,0,1,1,0,1
Pomerado Hospital,CA,San Diego,2014,70,0,0,60,9,0,0,0,0,0,1,0
Pomerado Hospital,CA,San Diego,2015,52,0,0,35,13,0,0,0,0,0,3,1
